rank,file,disease,assertions,pairs,assessed_pairs,mismatch_assertions,partial_assertions,mismatch_aspects,partial_aspects,match_aspects,root_mismatch,root_partial,root_match,max_p_mismatch,no_evidence,missing_snippet,invalid_input,api_error,not_assessed,ready,cached_pairs
760,kb/disorders/Adult_T_Cell_Leukemia_Lymphoma.yaml,Adult T-Cell Leukemia/Lymphoma,60,71,64,8,29,19,86,320,0,20,44,0.64,6,0,0,1,0,0,0
761,kb/disorders/BRCA_Mutant_Prostate_Cancer.yaml,BRCA-Mutant Prostate Cancer,32,36,18,7,14,17,55,65,1,17,0,0.98,18,0,0,0,0,0,0
762,kb/disorders/FG_Syndrome_4.yaml,FG Syndrome 4,31,44,36,7,21,14,105,133,2,25,9,0.96,8,0,0,0,0,0,0
763,kb/disorders/Brachydactyly_Type_E1.yaml,Brachydactyly Type E1,32,46,37,7,21,47,102,138,4,21,12,0.95,9,0,0,0,0,0,0
764,kb/disorders/Antley-Bixler_Syndrome_FGFR2-Related.yaml,"Antley-Bixler Syndrome, FGFR2-Related",27,37,25,7,12,88,71,76,2,12,11,0.95,12,0,0,0,0,0,0
765,kb/disorders/Chromosome_3q29_Microduplication_Syndrome.yaml,Chromosome 3q29 Microduplication Syndrome,39,54,39,7,23,51,68,138,2,22,15,0.94,15,0,0,0,0,0,0
766,kb/disorders/Breast_Implant_Associated_Anaplastic_Large_Cell_Lymphoma.yaml,Breast Implant-Associated Anaplastic Large Cell Lymphoma,24,29,28,7,17,18,66,101,1,18,9,0.94,1,0,0,0,0,0,0
767,kb/disorders/Dilated_Cardiomyopathy_1B.yaml,Dilated Cardiomyopathy 1B,23,36,34,7,20,45,80,92,3,25,6,0.92,2,0,0,0,0,0,0
768,kb/disorders/BRAF_V600E_Mutant_Colorectal_Cancer.yaml,BRAF V600E-Mutant Colorectal Cancer,41,43,13,7,9,45,34,55,4,6,3,0.92,30,0,0,0,0,0,0
769,kb/disorders/Carvajal_Syndrome.yaml,Carvajal Syndrome,43,50,42,7,27,37,103,222,2,23,17,0.91,8,0,0,0,0,0,0
770,kb/disorders/GATA2_Deficiency.yaml,GATA2 Deficiency,35,49,40,7,22,13,67,141,2,27,11,0.91,7,0,0,2,0,0,0
771,kb/disorders/CTCF-related_Neurodevelopmental_Disorder.yaml,CTCF-related Neurodevelopmental Disorder,57,71,47,7,32,22,120,200,0,29,18,0.89,24,0,0,0,0,0,0
772,kb/disorders/Blepharophimosis_Ptosis_and_Epicanthus_Inversus_Syndrome.yaml,"Blepharophimosis, Ptosis, and Epicanthus Inversus Syndrome",39,48,36,7,25,18,85,161,2,16,18,0.89,11,0,0,1,0,0,0
773,kb/disorders/Cough_Variant_Asthma.yaml,Cough Variant Asthma,21,33,31,7,17,44,78,92,1,23,7,0.89,2,0,0,0,0,0,0
774,kb/disorders/GNAO1-Related_Developmental_and_Epileptic_Encephalopathy.yaml,GNAO1-Related Developmental and Epileptic Encephalopathy,66,72,29,7,22,20,113,93,0,24,5,0.88,43,0,0,0,0,0,0
775,kb/disorders/Brachydactyly_Type_D.yaml,Brachydactyly Type D,24,35,29,7,18,44,90,93,2,15,12,0.88,6,0,0,0,0,0,0
776,kb/disorders/EFL1-related_Shwachman-Diamond_syndrome.yaml,EFL1-related Shwachman-Diamond syndrome,34,42,40,7,26,13,85,163,1,15,24,0.86,1,0,0,1,0,0,0
777,kb/disorders/Congenital_Sodium_Diarrhea.yaml,Congenital Sodium Diarrhea,31,38,29,7,16,13,95,162,2,16,11,0.85,9,0,0,0,0,0,0
778,kb/disorders/Cervical_Cancer.yaml,Cervical Cancer,51,54,22,7,19,16,76,62,1,17,4,0.82,32,0,0,0,0,0,0
779,kb/disorders/Cannabis_Hyperemesis_Syndrome.yaml,Cannabis Hyperemesis Syndrome,26,45,37,7,16,36,112,151,1,25,11,0.82,8,0,0,0,0,0,0
780,kb/disorders/Carney_Complex.yaml,Carney Complex,24,36,30,7,18,20,78,124,0,22,8,0.81,6,0,0,0,0,0,0
781,kb/disorders/Congenital_Insensitivity_to_Pain.yaml,Congenital Insensitivity to Pain,42,46,39,7,28,19,85,215,0,18,21,0.79,5,0,0,2,0,0,0
782,kb/disorders/Autosomal_Recessive_Nonsyndromic_Hearing_Loss_22.yaml,Autosomal Recessive Nonsyndromic Hearing Loss 22,40,51,32,7,22,43,77,131,1,20,11,0.79,18,0,0,1,0,0,0
783,kb/disorders/Chronic_Recurrent_Multifocal_Osteomyelitis.yaml,Chronic Recurrent Multifocal Osteomyelitis,28,33,28,7,22,15,57,88,0,21,7,0.79,5,0,0,0,0,0,0
784,kb/disorders/Elsahy-Waters_Syndrome.yaml,Elsahy-Waters Syndrome,36,41,25,7,12,25,47,111,4,8,13,0.79,15,0,0,1,0,0,0
785,kb/disorders/Cyclosporiasis.yaml,Cyclosporiasis,41,53,52,7,34,13,90,175,0,28,24,0.78,1,0,0,0,0,0,0
786,kb/disorders/Ayme-Gripp_Syndrome.yaml,Ayme-Gripp syndrome,44,50,44,7,31,17,95,136,2,20,22,0.77,6,0,0,0,0,0,0
787,kb/disorders/Colon_Adenocarcinoma.yaml,Colon Adenocarcinoma,47,54,33,7,25,18,82,94,1,29,3,0.77,20,0,0,1,0,0,0
788,kb/disorders/Breast_Carcinoma.yaml,Breast Carcinoma,35,37,17,7,14,17,32,68,1,13,3,0.77,20,0,0,0,0,0,0
789,kb/disorders/Chronic_Inflammatory_Demyelinating_Polyneuropathy.yaml,Chronic Inflammatory Demyelinating Polyneuropathy,24,27,20,7,15,21,49,65,2,10,8,0.76,7,0,0,0,0,0,0
790,kb/disorders/Dilated_Cardiomyopathy_1E.yaml,Dilated Cardiomyopathy 1E,18,23,15,7,11,15,51,62,0,13,2,0.66,7,0,0,1,0,0,0
791,kb/disorders/Allergic_Cutaneous_Vasculitis.yaml,Allergic Cutaneous Vasculitis,41,46,46,6,32,13,95,160,1,17,28,0.98,0,0,0,0,0,0,0
792,kb/disorders/Cronkhite-Canada_syndrome.yaml,Cronkhite-Canada syndrome,20,39,39,6,18,19,90,118,1,22,16,0.97,0,0,0,0,0,0,0
793,kb/disorders/Branchiooculofacial_Syndrome.yaml,Branchiooculofacial Syndrome,64,77,49,6,24,46,103,227,0,23,26,0.95,28,0,0,0,0,0,0
794,kb/disorders/Classical-like_Ehlers-Danlos_Syndrome.yaml,Classical-like Ehlers-Danlos Syndrome,71,78,52,6,36,26,90,209,3,19,30,0.94,26,0,0,0,0,0,0
795,kb/disorders/CACNA1E-Related_Developmental_and_Epileptic_Encephalopathy.yaml,CACNA1E-Related Developmental and Epileptic Encephalopathy,41,54,37,6,21,27,112,178,0,24,13,0.94,16,0,0,1,0,0,0
796,kb/disorders/Congenital_Tufting_Enteropathy.yaml,Congenital Tufting Enteropathy,28,34,25,6,17,15,66,129,1,15,9,0.92,9,0,0,0,0,0,0
797,kb/disorders/Akinetopsia.yaml,Akinetopsia,19,34,34,6,13,48,84,81,4,19,11,0.92,0,0,0,0,0,0,0
798,kb/disorders/Charcot-Marie-Tooth_Disease_Type_4.yaml,Charcot-Marie-Tooth Disease Type 4,40,42,24,6,18,32,49,105,1,14,9,0.9,16,0,0,2,0,0,0
799,kb/disorders/Cervical_Adenocarcinoma.yaml,Cervical Adenocarcinoma,26,30,15,6,10,45,20,31,3,10,2,0.9,15,0,0,0,0,0,0
800,kb/disorders/Chromosome_16p12.2-p11.2_Deletion_Syndrome.yaml,Chromosome 16p12.2-p11.2 Deletion Syndrome,23,27,16,6,10,18,28,57,2,7,7,0.89,11,0,0,0,0,0,0
801,kb/disorders/Autosomal_Dominant_Osteopetrosis_Type_II.yaml,Autosomal Dominant Osteopetrosis Type II,51,63,39,6,22,11,66,154,0,21,18,0.87,24,0,0,0,0,0,0
802,kb/disorders/Bejel.yaml,Bejel,21,26,21,6,15,25,90,42,1,18,2,0.87,5,0,0,0,0,0,0
803,kb/disorders/Bronchiectasis_With_Or_Without_Elevated_Sweat_Chloride_1.yaml,Bronchiectasis With Or Without Elevated Sweat Chloride 1,41,43,33,6,29,14,77,135,1,17,15,0.86,10,0,0,0,0,0,0
804,kb/disorders/Corticobasal_Syndrome.yaml,Corticobasal Syndrome,23,33,31,6,16,57,82,102,0,22,9,0.86,2,0,0,0,0,0,0
805,kb/disorders/Clear_Cell_Sarcoma.yaml,Clear Cell Sarcoma,24,29,23,6,13,15,43,61,2,15,6,0.86,6,0,0,0,0,0,0
806,kb/disorders/Central_Congenital_Hypothyroidism.yaml,Central Congenital Hypothyroidism,35,42,42,6,28,24,78,181,2,24,16,0.85,0,0,0,0,0,0,0
807,kb/disorders/Cardiomyopathy_Dilated_2E.yaml,Dilated Cardiomyopathy 2E,29,37,23,6,15,21,51,78,4,14,5,0.85,13,0,0,1,0,0,0
808,kb/disorders/BEST1_Bestrophinopathies.yaml,BEST1 Bestrophinopathies,40,46,27,6,17,15,49,126,1,14,12,0.82,19,0,0,0,0,0,0
809,kb/disorders/Choroideremia.yaml,Choroideremia,18,22,17,6,13,20,45,72,1,13,3,0.81,5,0,0,0,0,0,0
810,kb/disorders/Burkitt_Lymphoma.yaml,Burkitt Lymphoma,42,47,37,6,27,7,66,149,0,19,18,0.8,8,0,0,2,0,0,0
811,kb/disorders/Auto-Brewery_Syndrome.yaml,Auto-Brewery Syndrome,47,55,55,6,35,22,127,213,0,31,24,0.79,0,0,0,0,0,0,0
812,kb/disorders/Central_Retinal_Artery_Occlusion.yaml,Central Retinal Artery Occlusion,24,24,16,6,13,14,23,65,1,8,7,0.79,8,0,0,0,0,0,0
813,kb/disorders/Aromatase_Excess_Syndrome.yaml,Aromatase Excess Syndrome,35,47,38,6,23,19,75,192,1,20,17,0.78,9,0,0,0,0,0,0
814,kb/disorders/Central_Areolar_Choroidal_Dystrophy.yaml,Central Areolar Choroidal Dystrophy,37,38,19,6,16,8,59,62,0,14,5,0.77,19,0,0,0,0,0,0
815,kb/disorders/Autosomal_Dominant_Optic_Atrophy_Plus.yaml,Autosomal Dominant Optic Atrophy Plus,33,44,27,6,13,27,73,110,1,16,10,0.77,16,0,0,1,0,0,0
816,kb/disorders/Dilated_Cardiomyopathy_1I.yaml,Dilated Cardiomyopathy 1I,18,23,15,6,10,28,66,46,2,13,0,0.77,8,0,0,0,0,0,0
817,kb/disorders/Chromosome_18q_Deletion_Syndrome.yaml,Chromosome 18q Deletion Syndrome,43,50,32,6,20,16,57,125,0,16,16,0.76,18,0,0,0,0,0,0
818,kb/disorders/Colobomatous_Microphthalmia-Rhizomelic_Dysplasia_Syndrome.yaml,Colobomatous Microphthalmia-Rhizomelic Dysplasia Syndrome,30,33,18,6,15,27,48,71,2,10,6,0.73,14,0,0,1,0,0,0
819,kb/disorders/Brachydactyly_Type_B2.yaml,Brachydactyly Type B2,27,32,24,6,18,19,96,80,2,15,7,0.71,8,0,0,0,0,0,0
820,kb/disorders/Beta_Mannosidosis.yaml,Beta Mannosidosis,47,62,50,6,31,17,132,178,0,34,16,0.68,12,0,0,0,0,0,0
821,kb/disorders/Cole-Carpenter_Syndrome.yaml,Cole-Carpenter syndrome,39,45,35,6,21,17,67,172,0,15,20,0.62,10,0,0,0,0,0,0
822,kb/disorders/Chordoma.yaml,Chordoma,52,64,42,5,23,21,117,150,2,27,13,0.96,22,0,0,0,0,0,0
823,kb/disorders/CDK8-Related_Disorder.yaml,CDK8-Related Disorder,25,25,16,5,13,21,27,51,1,7,8,0.96,9,0,0,0,0,0,0
824,kb/disorders/GRIN1-Related_Neurodevelopmental_Disorder.yaml,GRIN1-Related Neurodevelopmental Disorder,55,68,51,5,37,42,152,203,1,33,17,0.95,17,0,0,0,0,0,0
825,kb/disorders/Bladder_Urothelial_Carcinoma.yaml,Bladder Urothelial Carcinoma,38,51,33,5,19,75,87,121,2,24,7,0.95,18,0,0,0,0,0,0
826,kb/disorders/Arteriosclerotic_Retinopathy.yaml,Arteriosclerotic Retinopathy,12,21,21,5,11,19,48,65,1,15,5,0.95,0,0,0,0,0,0,0
827,kb/disorders/Autosomal_Recessive_Optic_Atrophy_OPA7_Type.yaml,Autosomal Recessive Optic Atrophy OPA7 Type,27,35,24,5,15,13,63,77,1,19,4,0.89,11,0,0,0,0,0,0
828,kb/disorders/Fibrochondrogenesis.yaml,Fibrochondrogenesis,41,61,57,5,35,19,124,210,1,29,27,0.88,4,0,0,0,0,0,0
829,kb/disorders/Distal_Hereditary_Motor_Neuronopathy_Autosomal_Dominant.yaml,"Distal Hereditary Motor Neuronopathy, Autosomal Dominant",47,53,34,5,23,24,67,125,2,20,12,0.88,19,0,0,0,0,0,0
830,kb/disorders/CAPRIN1_Related_Neurodevelopmental_Disorder.yaml,CAPRIN1 Related Neurodevelopmental Disorder,43,52,32,5,22,31,48,129,3,19,10,0.88,20,0,0,0,0,0,0
831,kb/disorders/Coronary_Artery_Disease.yaml,Coronary Artery Disease,16,28,26,5,13,40,92,95,2,20,4,0.88,2,0,0,0,0,0,0
832,kb/disorders/Acute_Macular_Neuroretinopathy.yaml,Acute Macular Neuroretinopathy,17,20,17,5,11,11,47,61,1,10,6,0.88,3,0,0,0,0,0,17
833,kb/disorders/Enhanced_S-Cone_Syndrome.yaml,Enhanced S-Cone Syndrome,24,32,25,5,16,15,114,111,0,18,7,0.87,7,0,0,0,0,0,0
834,kb/disorders/Cat-Scratch_Disease.yaml,Cat-scratch Disease,32,39,38,5,16,10,47,158,0,12,26,0.86,0,0,0,1,0,0,0
835,kb/disorders/COX20-Related_COX_Deficiency.yaml,COX20-Related COX Deficiency,23,27,21,5,16,11,52,62,2,13,6,0.84,6,0,0,0,0,0,0
836,kb/disorders/Charcot-Marie-Tooth_Disease-Hearing_Loss-Intellectual_Disability_Syndrome.yaml,Charcot-Marie-Tooth Disease-Hearing Loss-Intellectual Disability Syndrome,25,28,16,5,13,17,57,51,0,9,7,0.84,12,0,0,0,0,0,0
837,kb/disorders/Boucher-Neuhauser_Syndrome.yaml,Boucher-Neuhauser Syndrome,70,82,56,5,39,24,126,220,0,24,32,0.83,26,0,0,0,0,0,0
838,kb/disorders/CRX_Related_Retinopathy.yaml,CRX-Related Retinopathy,30,46,32,5,15,28,95,62,2,26,4,0.83,14,0,0,0,0,0,0
839,kb/disorders/Chronic_Neurovisceral_Acid_Sphingomyelinase_Deficiency.yaml,Chronic Neurovisceral Acid Sphingomyelinase Deficiency,21,21,20,5,16,8,42,62,1,14,5,0.81,1,0,0,0,0,0,0
840,kb/disorders/DeSanto-Shinawi_Syndrome.yaml,DeSanto-Shinawi syndrome,35,42,27,5,15,12,44,113,2,12,13,0.8,15,0,0,0,0,0,0
841,kb/disorders/Cervical_Squamous_Cell_Carcinoma.yaml,Cervical Squamous Cell Carcinoma,30,32,15,5,13,6,29,46,1,12,2,0.77,17,0,0,0,0,0,0
842,kb/disorders/Emery_Dreifuss_Muscular_Dystrophy.yaml,Emery-Dreifuss Muscular Dystrophy,46,49,29,5,21,6,86,130,0,18,11,0.76,20,0,0,0,0,0,0
843,kb/disorders/Campomelic_Dysplasia.yaml,Campomelic Dysplasia,61,71,41,5,19,26,76,155,2,15,24,0.76,30,0,0,0,0,0,0
844,kb/disorders/Combined_Saposin_Deficiency.yaml,Combined Saposin Deficiency,19,20,11,5,9,11,21,36,0,4,7,0.76,8,0,0,1,0,0,0
845,kb/disorders/Autoimmune_Lymphoproliferative_Syndrome.yaml,Autoimmune Lymphoproliferative Syndrome,21,30,22,5,11,19,49,110,1,14,7,0.75,8,0,0,0,0,0,0
846,kb/disorders/Chronic_Intestinal_Pseudoobstruction.yaml,Chronic Intestinal Pseudoobstruction,31,38,20,5,14,20,79,88,0,18,2,0.73,17,0,0,1,0,0,0
847,kb/disorders/Cervical_Artery_Dissection.yaml,Cervical Artery Dissection,22,27,17,5,7,19,28,71,1,6,10,0.71,9,0,0,1,0,0,0
848,kb/disorders/Adenovirus_Respiratory_Infection.yaml,Adenovirus Respiratory Infection,43,49,48,5,33,8,95,193,2,26,20,0.7,1,0,0,0,0,0,48
849,kb/disorders/Amelogenesis_Imperfecta.yaml,Amelogenesis Imperfecta,31,33,23,5,21,10,68,77,0,18,5,0.68,10,0,0,0,0,0,0
850,kb/disorders/Bulimia_Nervosa.yaml,Bulimia Nervosa,37,41,28,4,19,11,44,85,1,17,10,0.99,13,0,0,0,0,0,0
851,kb/disorders/Autosomal_Dominant_Nonsyndromic_Hearing_Loss_47.yaml,Autosomal Dominant Nonsyndromic Hearing Loss 47,12,19,16,4,8,22,26,41,4,9,3,0.97,2,0,0,1,0,0,0
852,kb/disorders/CCN2-Related_Kyphomelic_Dysplasia.yaml,CCN2-Related Kyphomelic Dysplasia,30,34,22,4,17,7,73,91,0,11,11,0.96,12,0,0,0,0,0,0
853,kb/disorders/Cherubism.yaml,Cherubism,43,49,32,4,22,22,92,113,0,21,11,0.94,17,0,0,0,0,0,0
854,kb/disorders/COX4I2-Related_Pancreatic_Insufficiency-Anemia-Hyperostosis_Syndrome.yaml,COX4I2-Related Pancreatic Insufficiency-Anemia-Hyperostosis Syndrome,22,24,13,4,7,17,43,38,0,7,6,0.93,11,0,0,0,0,0,0
855,kb/disorders/Chondrodysplasia_Punctata_Tibial-metacarpal_Type.yaml,"Chondrodysplasia Punctata, Tibial-metacarpal Type",39,41,38,4,28,7,74,136,1,14,23,0.9,3,0,0,0,0,0,0
856,kb/disorders/Cerebral_Proliferative_Angiopathy.yaml,Cerebral Proliferative Angiopathy,18,22,19,4,13,12,45,57,1,12,6,0.88,3,0,0,0,0,0,0
857,kb/disorders/Cernunnos-XLF_deficiency.yaml,Cernunnos-XLF deficiency,39,50,44,4,26,12,78,187,3,26,15,0.86,6,0,0,0,0,0,0
858,kb/disorders/Core_Binding_Factor_AML.yaml,"Acute Myeloid Leukemia, Core Binding Factor",32,35,25,4,21,9,80,69,3,17,5,0.86,10,0,0,0,0,0,0
859,kb/disorders/Chromosome_1p36_Deletion_Syndrome.yaml,Chromosome 1p36 Deletion Syndrome,27,27,20,4,16,12,19,80,3,1,16,0.84,7,0,0,0,0,0,0
860,kb/disorders/Crigler-Najjar_Syndrome.yaml,Crigler-Najjar Syndrome,26,32,24,4,16,12,72,108,0,17,7,0.81,7,0,0,1,0,0,0
861,kb/disorders/Giardiasis.yaml,Giardiasis,43,54,54,4,22,6,65,151,0,22,32,0.79,0,0,0,0,0,0,1
862,kb/disorders/Choroid_Plexus_Carcinoma.yaml,Choroid Plexus Carcinoma,38,44,33,4,18,8,42,156,0,15,18,0.79,11,0,0,0,0,0,0
863,kb/disorders/Diffuse_Large_B_Cell_Lymphoma.yaml,Diffuse Large B-Cell Lymphoma,48,52,12,4,7,8,28,60,1,7,4,0.79,40,0,0,0,0,0,0
864,kb/disorders/Corneal_Dystrophy.yaml,Corneal Dystrophy,17,18,8,4,7,15,18,22,0,5,3,0.79,10,0,0,0,0,0,0
865,kb/disorders/Duane_Retraction_Syndrome.yaml,Duane Retraction Syndrome,28,40,34,4,14,26,99,137,2,18,14,0.77,6,0,0,0,0,0,0
866,kb/disorders/Chondrodysplasia_With_Joint_Dislocations_gPAPP_Type.yaml,Chondrodysplasia With Joint Dislocations gPAPP Type,32,34,17,4,14,13,42,79,0,9,8,0.73,17,0,0,0,0,0,0
867,kb/disorders/Dengue.yaml,Dengue,36,42,29,4,19,17,52,112,0,17,12,0.7,12,0,0,1,0,0,0
868,kb/disorders/Brachyphalangy_Polydactyly_Tibial_Aplasia_Syndrome.yaml,Brachyphalangy-Polydactyly-Tibial Aplasia Syndrome,39,47,40,4,22,5,71,146,0,22,18,0.62,5,0,0,2,0,0,0
869,kb/disorders/CRADD-Related_Thin_Lissencephaly.yaml,CRADD-Related Thin Lissencephaly,23,28,12,3,5,15,28,55,1,4,7,0.94,15,0,0,1,0,0,0
870,kb/disorders/COX4I1-Related_COX_Deficiency.yaml,COX4I1-Related COX Deficiency,26,30,22,3,16,8,65,67,0,17,5,0.92,8,0,0,0,0,0,0
871,kb/disorders/Cardiofaciocutaneous_Syndrome.yaml,Cardiofaciocutaneous Syndrome,25,28,16,3,8,10,29,56,0,11,5,0.91,11,0,0,1,0,0,0
872,kb/disorders/Basel-Vanagaite-Smirin-Yosef_Syndrome.yaml,Basel-Vanagaite-Smirin-Yosef Syndrome,22,24,16,3,8,7,32,62,0,7,9,0.88,7,0,0,1,0,0,0
873,kb/disorders/Ehlers-Danlos_Syndrome.yaml,Ehlers-Danlos Syndrome,7,17,16,3,5,43,15,46,2,6,8,0.88,1,0,0,0,0,0,0
874,kb/disorders/Bronchiectasis.yaml,Bronchiectasis,58,62,22,3,16,7,60,97,0,13,9,0.87,40,0,0,0,0,0,0
875,kb/disorders/CDK19-Related_Disorder.yaml,CDK19-Related Disorder,21,24,17,3,12,25,33,58,2,8,7,0.87,7,0,0,0,0,0,0
876,kb/disorders/Combined_Oxidative_Phosphorylation_Defect_Type_15.yaml,Combined Oxidative Phosphorylation Defect Type 15,25,30,23,3,18,6,41,86,0,10,13,0.85,7,0,0,0,0,0,0
877,kb/disorders/Congenital_Epulis.yaml,Congenital Epulis,15,24,24,3,10,9,55,84,0,10,14,0.8,0,0,0,0,0,0,0
878,kb/disorders/COX10-Related_COX_Deficiency.yaml,COX10-Related COX Deficiency,12,13,8,3,4,4,24,32,0,5,3,0.8,5,0,0,0,0,0,0
879,kb/disorders/Benign_Prostatic_Hyperplasia.yaml,Benign Prostatic Hyperplasia,39,41,20,3,16,7,36,55,1,15,4,0.78,20,0,0,1,0,0,0
880,kb/disorders/Cardiomyopathy_Dilated_2G.yaml,Dilated Cardiomyopathy 2G,18,22,14,3,10,6,60,70,0,14,0,0.73,8,0,0,0,0,0,0
881,kb/disorders/Combined_Malonic_and_Methylmalonic_Aciduria.yaml,Combined Malonic and Methylmalonic Aciduria,16,19,18,3,13,10,59,66,0,11,7,0.6900000000000001,1,0,0,0,0,0,0
882,kb/disorders/COA3-Related_COX_Deficiency.yaml,COA3-Related COX Deficiency,18,23,22,3,16,5,62,73,0,14,8,0.68,1,0,0,0,0,0,0
883,kb/disorders/CBL-related_Disorder.yaml,CBL-related Disorder,23,27,24,3,12,6,30,97,0,8,16,0.67,2,0,0,1,0,0,0
884,kb/disorders/Combined_Oxidative_Phosphorylation_Deficiency_42.yaml,Combined oxidative phosphorylation deficiency 42,8,13,11,3,6,13,47,19,1,8,2,0.66,2,0,0,0,0,0,0
885,kb/disorders/CERKL-Related_Retinopathy.yaml,CERKL-Related Retinopathy,24,27,19,3,13,5,39,72,0,10,9,0.65,8,0,0,0,0,0,0
886,kb/disorders/Cryoglobulinemic_Vasculitis.yaml,Cryoglobulinemic Vasculitis,32,37,34,3,12,4,43,171,1,10,23,0.65,3,0,0,0,0,0,0
887,kb/disorders/Buruli_Ulcer.yaml,Buruli ulcer,11,11,8,3,5,3,11,31,0,2,6,0.61,3,0,0,0,0,0,0
888,kb/disorders/COX11-Related_COX_Deficiency.yaml,COX11-Related COX Deficiency,10,15,11,2,5,10,48,39,0,8,3,0.92,4,0,0,0,0,0,0
889,kb/disorders/Chemotherapy_Induced_Neutropenia.yaml,Chemotherapy-Induced Neutropenia,17,23,16,2,7,11,45,93,0,9,7,0.88,7,0,0,0,0,0,0
890,kb/disorders/Desmoplastic_Small_Round_Cell_Tumor.yaml,Desmoplastic Small Round Cell Tumor,22,23,6,2,5,3,14,19,0,6,0,0.87,17,0,0,0,0,0,0
891,kb/disorders/Coffin-Lowry_Syndrome.yaml,Coffin-Lowry syndrome,29,30,16,2,14,5,28,59,0,6,10,0.84,14,0,0,0,0,0,0
892,kb/disorders/Cutaneous_Melanoma.yaml,Cutaneous Melanoma,38,40,10,2,8,5,32,39,1,5,4,0.84,30,0,0,0,0,0,0
893,kb/disorders/COX5A-Related_COX_Deficiency.yaml,COX5A-Related COX Deficiency,17,20,13,2,9,2,34,53,0,9,4,0.81,7,0,0,0,0,0,0
894,kb/disorders/Glioblastoma_IDH_Wildtype.yaml,"Glioblastoma, IDH-Wildtype",24,24,6,2,4,7,14,19,0,3,3,0.8,18,0,0,0,0,0,0
895,kb/disorders/Autoimmune_Hemolytic_Anemia.yaml,Autoimmune Hemolytic Anemia,21,27,21,2,14,12,31,70,3,10,8,0.79,5,0,0,1,0,0,0
896,kb/disorders/CYCS-Related_Thrombocytopenia.yaml,CYCS-Related Thrombocytopenia,16,19,12,2,7,6,26,63,0,5,7,0.79,7,0,0,0,0,0,0
897,kb/disorders/CTLA4_Haploinsufficiency.yaml,CTLA4 Haploinsufficiency,27,36,26,2,17,2,71,109,0,16,10,0.78,10,0,0,0,0,0,0
898,kb/disorders/COX14-Related_COX_Deficiency.yaml,COX14-Related COX Deficiency,12,15,10,2,6,3,34,33,0,7,3,0.78,5,0,0,0,0,0,0
899,kb/disorders/Chronic_Traumatic_Encephalopathy.yaml,Chronic Traumatic Encephalopathy,15,17,11,2,8,6,34,38,0,5,6,0.74,6,0,0,0,0,0,0
900,kb/disorders/COX8A-Related_COX_Deficiency.yaml,COX8A-Related COX Deficiency,10,12,9,2,6,3,25,36,0,7,2,0.73,3,0,0,0,0,0,0
901,kb/disorders/CACNA1F-Related_Retinopathy.yaml,CACNA1F-Related Retinopathy,32,37,29,2,24,2,91,83,0,17,12,0.71,7,0,0,1,0,0,0
902,kb/disorders/DGAT1_Deficiency.yaml,DGAT1 Deficiency,22,26,19,2,15,3,82,58,0,17,2,0.71,7,0,0,0,0,0,0
903,kb/disorders/Deficiency_of_Adenosine_Deaminase_2.yaml,Deficiency of Adenosine Deaminase 2,51,58,32,2,20,7,55,146,0,13,19,0.65,25,0,0,1,0,0,0
904,kb/disorders/DONSON-Related_Microcephalic_Primordial_Dwarfism.yaml,DONSON-Related Microcephalic Primordial Dwarfism,37,42,25,2,19,4,54,118,1,11,13,0.64,17,0,0,0,0,0,0
905,kb/disorders/Cushings_Syndrome.yaml,Cushing's Syndrome,19,20,15,2,12,3,27,50,0,8,7,0.64,5,0,0,0,0,0,0
906,kb/disorders/COX6B1-Related_COX_Deficiency.yaml,COX6B1-Related COX Deficiency,13,15,10,2,5,5,27,35,0,5,5,0.62,5,0,0,0,0,0,0
907,kb/disorders/10q22.3q23.3_Microduplication_Syndrome.yaml,10q22.3q23.3 Microduplication Syndrome,46,50,33,2,28,2,48,118,0,19,14,0.61,17,0,0,0,0,0,33
908,kb/disorders/Cor_Pulmonale.yaml,Cor Pulmonale,32,38,23,2,17,3,86,108,0,14,9,0.59,15,0,0,0,0,0,0
909,kb/disorders/Carotid_Web.yaml,Carotid web,14,15,14,2,9,4,31,54,0,7,7,0.59,1,0,0,0,0,0,0
910,kb/disorders/Cohen_Syndrome.yaml,Cohen Syndrome,44,47,29,2,17,2,35,127,0,11,18,0.58,18,0,0,0,0,0,0
911,kb/disorders/CPT1C-Related_Hereditary_Spastic_Paraplegia.yaml,CPT1C-Related Hereditary Spastic Paraplegia,17,19,11,2,9,2,27,45,0,8,3,0.53,8,0,0,0,0,0,0
912,kb/disorders/CHRNA1-associated_Fetal_Hypo-akinesia_Disorder_of_Prenatal_Onset.yaml,CHRNA1-Associated Fetal Hypo-akinesia Disorder of Prenatal Onset,25,27,27,2,22,4,57,97,0,16,11,0.5,0,0,0,0,0,0,0
913,kb/disorders/Chemotherapy_Induced_Nausea_and_Vomiting.yaml,Chemotherapy-Induced Nausea and Vomiting,18,25,21,2,13,2,42,66,0,17,4,0.5,4,0,0,0,0,0,0
914,kb/disorders/COA8-Related_COX_Deficiency.yaml,COA8-Related COX Deficiency,30,37,24,1,15,50,54,76,5,7,12,0.99,13,0,0,0,0,0,0
915,kb/disorders/BRAF_Mutant_Thyroid_Cancer.yaml,BRAF-Mutant Papillary Thyroid Cancer,23,24,5,1,4,2,10,20,0,5,0,0.89,19,0,0,0,0,0,0
